Drug ID,Drug Name,Discription
DB00858,Drostanolone,"Drostanolone (also known as dromostanolone) is a potent synthetic androgenic anabolic steroid similar to testosterone. Drostanolone is indicated in postmenopausal women with recurrent breast cancer, in a combined hormone therapy.;;;;"
DB00859,Penicillamine,"Penicillamine is a pharmaceutical of the chelator class. The pharmaceutical form is D-penicillamine, as L-penicillamine is toxic (it inhibits the action of pyridoxine). It is an α-amino acid metabolite of penicillin, although it has no antibiotic properties.;;;;"
DB00860,Prednisolone,"Prednisolone is a glucocorticoid similar to [cortisol] used for its anti-inflammatory, immunosuppressive, anti-neoplastic, and vasoconstrictive effects.[A187463];;;;"
DB00861,Diflunisal,"Diflunisal, a salicylate derivative, is a nonsteroidal anti-inflammatory agent (NSAIA) with pharmacologic actions similar to other prototypical NSAIAs. Diflunisal possesses anti-inflammatory, analgesic and antipyretic activity. Though its mechanism of action has not been clearly established, most of its actions appear to be associated with inhibition of prostaglandin synthesis via the arachidonic acid pathway. Diflunisal is used to relieve pain accompanied with inflammation and in the symptomatic treatment of rheumatoid arthritis and osteoarthritis.;;;;"
DB00862,Vardenafil,"Vardenafil (Levitra) is an oral therapy for the treatment of erectile dysfunction. It is a selective inhibitor of cyclic guanosine monophosphate (cGMP)-specific phosphodiesterase type 5 (PDE5). Penile erection is a hemodynamic process initiated by the relaxation of smooth muscle in the corpus cavernosum and its associated arterioles. During sexual stimulation, nitric oxide is released from nerve endings and endothelial cells in the corpus cavernosum. Nitric oxide activates the enzyme guanylate cyclase resulting in increased synthesis of cyclic guanosine monophosphate (cGMP) in the smooth muscle cells of the corpus cavernosum. The cGMP in turn triggers smooth muscle relaxation, allowing increased blood flow into the penis, resulting in erection. The tissue concentration of cGMP is regulated by both the rates of synthesis and degradation via phosphodiesterases (PDEs). The most abundant PDE in the human corpus cavernosum is the cGMPspecific phosphodiesterase type 5 (PDE5); therefore, the inhibition of PDE5 enhances erectile function by increasing the amount of cGMP.;;;"
DB00863,Ranitidine,"Ranitidine is a commonly used drug, classified as a histamine H2-receptor antagonist, and belongs to the same drug class as [cimetidine] and [famotidine]. This drug helps to prevent and treat gastric-acid associated conditions, including ulcers, because of its ability to decrease gastric acid secretion.[A176759,L10818] Ranitidine is often referred to as Zantac, and is available in various forms, including tablet, injection, and effervescent tablet preparations.[L10818,F4253];;;;"
DB00864,Tacrolimus,"Tacrolimus (also FK-506 or Fujimycin) is an immunosuppressive drug whose main use is after organ transplant to reduce the activity of the patient's immune system and so the risk of organ rejection. It is also used in a topical preparation in the treatment of severe atopic dermatitis, severe refractory uveitis after bone marrow transplants, and the skin condition vitiligo. It was discovered in 1984 from the fermentation broth of a Japanese soil sample that contained the bacteria Streptomyces tsukubaensis. Tacrolimus is chemically known as a macrolide. It reduces peptidyl-prolyl isomerase activity by binding to the immunophilin FKBP-12 (FK506 binding protein) creating a new complex. This FKBP12-FK506 complex inhibits calcineurin which inhibits T-lymphocyte signal transduction and IL-2 transcription.;;;;"
DB00865,Benzphetamine,"A sympathomimetic agent with properties similar to dextroamphetamine. It is used in the treatment of obesity. (From Martindale, The Extra Pharmacopoeia, 30th ed, p1222);;;;"
DB00866,Alprenolol,"One of the adrenergic beta-antagonists used as an antihypertensive, anti-anginal, and anti-arrhythmic agent. Alprenolol is no longer marketed by AstraZeneca, but may still be available in generic varieties.;;;;"
DB00867,Ritodrine,Adrenergic beta-agonist used to control premature labor.;;;;
DB00868,Benzonatate,"Benzonatate is an oral antitussive drug used in the relief and suppression of cough in patients older than ten years of age.[A5790] Currently, benzonatate is the only non-narcotic antitussive available as a prescription drug.[A189519] It works to reduce the activity of cough reflex by desensitizing the tissues of the lungs and pleura involved in the cough reflex. Benzonatate was approved by the FDA in 1958 under the market name Tessalon Perles.[A5790] Because its chemical structure resembles that of the anesthetic agents in the para-amino-benzoic acid class (such as [procaine] and [tetracaine]), benzonatate exhibits anesthetic or numbing action.[L11193] Although it not prone to drug misuse or abuse, benzonatate is associated with a risk for severe toxicity and overdose, especially in children.[A189513];;;;"
DB00869,Dorzolamide,"Dorzolamide is a non-bacteriostatic sulfonamide derivative [A1304] and topical carbonic anhydrase (CA) inhibitor that treats elevated intraocular pressure (IOP) associated with open-angle glaucoma and ocular hypertension.[L11377] It works by blocking an enzyme in the ciliary process that regulates ion balance and fluid pressure in the eyes.[A1303] Unlike oral CA inhibitors, dorzolamide has negligible effects of acid-base or electrolyte disturbances and other systemic adverse effects.[A1304] First marketed in 1995,[A190624] dorzolamide is available in ophthalmic solutions as monotherapy marketed as Trusopt [L11377] or in combination with [timolol] as Cosopt PF.[L11380];;;;"
DB00870,Suprofen,An ibuprofen-type anti-inflammatory analgesic and antipyretic. It inhibits prostaglandin synthesis and has been proposed as an anti-arthritic. It is no longer approved for use in the United States.;;;;
DB00871,Terbutaline,"Terbutaline was first synthesized in 1966[A230333] and described in the literature in the late 1960s and early 1970s.[A230328] It is a selective beta-2 adrenergic agonist used as a bronchodilator in asthmatic patients.[A230333,L32093,L32098];;;;"
DB00872,Conivaptan,Conivaptan is a non-peptide inhibitor of antidiuretic hormone (vasopressin). It was approved in 2004 for hyponatremia (low blood sodium levels) caused by syndrome of inappropriate antidiuretic hormone (SIADH). Conivaptan inhibits both isotypes of the vasopressin receptor (V1a and V2).;;;;
DB14596,Loteprednol etabonate,"Loteprednol Etabonate (LE) is a topical corticoid anti-inflammatory. It is used in ophthalmic solution for the treatment of steroid responsive inflammatory conditions of the eye such as allergic conjunctivitis, uveitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, and selected infective conjunctivitides. As a nasal spray, it can be used for the treatment and management of seasonal allergic rhinitis.;;;;"
DB00874,Guaifenesin,"Guaifenesin possesses a storied history, having been originally formally approved by the US FDA in 1952 and continues to be one of very few - if not perhaps the only drug that is readily available and used as an expectorant [F4525]. Since that time the agent has been a combination component of various prescription and non-prescription over-the-counter cough and cold products and is currently a widely available over-the-counter generic medication [F4525]. Although it is principally believed that guaifenesin elicits an action to facilitate productive cough to manage chest congestion [A177661, L6100, F4516, F4522, F4525], it is not known whether the agent can reliably mitigate coughing.;;;;"
DB00875,Flupentixol,"Flupentixol is an antipsychotic drug of the thioxanthene group. It exists in two geometric isomers, the trans(E) and pharmacologically active cis(Z) forms. Flupentixol decanoate is one of the active ingredients found in injectable drug formulations: it is produced by esterification of cis(Z)‐flupentixol with decanoic acid.[A229083] Flupentixol is an antagonist of both D1 and D2 dopamine receptors.[A229083];;;;"
DB00876,Eprosartan,"Eprosartan is an angiotensin II receptor antagonist used to treat hypertension. It performs 2 actions on the renin angiotensin system. By preventing the binding of angiotensin II to AT1, vascular smooth muscle relaxes and vasodilation occurs. By inhibiting norepinephrine production, blood pressure is further reduced.;;;;"
DB00877,Sirolimus,"Sirolimus, also known as rapamycin, is a macrocyclic lactone antibiotic produced by bacteria _Streptomyces hygroscopicus_, which was isolated from the soil of the Vai Atari region of Rapa Nui (Easter Island).[A242412] It was first isolated and identified as an antifungal agent with potent anticandida activity; however, after its potent antitumor and immunosuppressive activities were later discovered, it was extensively investigated as an immunosuppressive and antitumour agent.[A13448] Its primary mechanism of action is the inhibition of the mammalian target of rapamycin (mTOR), which is a serine/threonine-specific protein kinase that regulates cell growth, proliferation, and survival. mTOR is an important therapeutic target for various diseases, as it was shown to regulate longevity and maintain normal glucose homeostasis.[A242417] Targeting mTOR received more attention especially in cancer, as mTOR signalling pathways are constitutively activated in many types of human cancer.[A1320];;;"
DB00878,Chlorhexidine,"Chlorhexidine is a broad-spectrum antimicrobial biguanide used as a topical antiseptic and in dental practice for the treatment of inflammatory dental conditions caused by microorganisms.[L11512] It is one of the most common skin and mucous membrane antiseptic agents in use today.[A190417] The molecule itself is a cationic bis-guanide consisting of two 4-chlorophenyl rings and two biguanide groups joined by a central hexamethylene chain.[A190453] Topical chlorhexidine for disinfection, as well as oral rinses for dental use, carries activity against a broad range of pathogens including bacteria, yeasts, and viruses.[L11518,L11512,A190453];;;;"
DB00879,Emtricitabine,"Emtricitabine is a nucleoside reverse transcriptase inhibitor (NRTI) indicated for the treatment of HIV infection in adults[L9019] or combined with [tenofovir alafenamide] for the prevention of HIV-1 infection in high risk adolescents and adults.[L9010] Emtricitabine is a cytidine analogue.[L9019] The drug works by inhibiting HIV reverse transcriptase, preventing transcription of HIV RNA to DNA.[L9019];;;;"
DB00880,Chlorothiazide,"A thiazide diuretic with actions and uses similar to those of hydrochlorothiazide. (From Martindale, The Extra Pharmacopoeia, 30th ed, p812);;;;"
DB00881,Quinapril,"Quinapril is the ethyl ester prodrug of the non-sulfhydryl angiotensin converting enzyme inhibitor quinaprilat.[L8420,L8423] It is used to treat hypertension and heart failure.[L8420,L8423] ACE inhibitors are commonly used as a first line therapy in the treatment of hypertension, along with thiazide diuretics or beta blockers.[A184844];;;;"
DB00882,Clomifene,A triphenyl ethylene stilbene derivative which is an estrogen agonist or antagonist depending on the target tissue.;;;;
DB00883,Isosorbide dinitrate,A vasodilator used in the treatment of angina pectoris. Its actions are similar to nitroglycerin but with a slower onset of action.;;;;
DB00884,Risedronic acid,"Risedronic acid is a third generation bisphosphonate that is used for the treatment of some forms of osteoperosis and Paget's disease[FDA Label][A959,A203111]. It functions by preventing resorption of bone[FDA Label][A959].;;;;"
DB00885,Pemirolast,"Pemirolast potassium is a slightly yellow powder that is soluble in water. It is a mast cell stabilizer that acts as an antiallergic agent. As an ophthalmic aqueous sterile solution, pemirolast is used for the prevention of itching of the eyes caused by allergies such as hay fever, and allergic conjunctivitis. Pemirolast is potentially useful for prophylaxis of pulmonary hypersensitivity reactions to drugs such as paclitaxel.;;;;"
DB00886,Omapatrilat,"Omapatrilat is an investigational drug that inhibits both neutral endopeptidase (NEP) and angiotensin converting enzyme (ACE). The inhibition of NEP elevates natriuretic peptide levels, increasing excretion of sodium in urine, dilating blood vessels, and reducing preload and ventricular remodeling. This drug from BMS was not approved by the FDA due to angioedema safety concerns.;;;;"
DB00887,Bumetanide,Bumetanide  is a sulfamyl diuretic.;;;;
DB00888,Mechlorethamine,"A vesicant and necrotizing irritant destructive to mucous membranes, mechlorethamine is an alkylating drug. It was formerly used as a war gas. The hydrochloride is used as an antineoplastic in Hodgkin's disease and lymphomas. It causes severe gastrointestinal and bone marrow damage.;;;;"
DB00889,Granisetron,A serotonin receptor (5HT-3 selective) antagonist that has been used as an antiemetic and antinauseant for cancer chemotherapy patients.;;;;
DB00890,Dienestrol,"Dienestrol is a synthetic, non-steroidal estrogen. It is an estrogen receptor agonist. Estrogens work partly by increasing a normal clear discharge from the vagina and making the vulva and urethra healthy. Using or applying an estrogen relieves or lessens: dryness and soreness in the vagina, itching, redness, or soreness of the vulva. Conditions that are treated with vaginal estrogens include a genital skin condition (vulvar atrophy), inflammation of the vagina (atrophic vaginitis), and inflammation of the urethra (atrophic urethritis).;;;;"
DB00891,Sulfapyridine,"Antibacterial, potentially toxic, and previously used to treat certain skin diseases. No longer prescribed.;;;;"
DB00892,Oxybuprocaine,"Oxybuprocaine (also known as Benoxinate) is a local anesthetic, which is used especially in ophthalmology and otolaryngology. Oxybuprocaine binds to sodium channels and reversibly stabilizes the neuronal membrane which decreases its permeability to sodium ions.;;;;"
DB00893,Iron Dextran,"Iron dextran is a dark brown, slightly viscous liquid complex of ferric hydroxide and dextran for intravenous or intramuscular use. Iron Dextran is used for the treatment of patients with documented iron deficiency in which oral administration is unsatisfactory or impossible.;;;;"
DB00894,Testolactone,An antineoplastic agent that is a derivative of progesterone and used to treat advanced breast cancer.;;;;
DB00895,Benzylpenicilloyl polylysine,Benzylpenicilloyl polylysine is used as a skin-testing reagent to detect immunoglobulin E antibodies in people with a history of penicillin allergy. The quantitation of in vitro IgE antibodies to the benzylpenicilloyl determinant is a useful tool for evaluating allergic subjects.;;;;
DB00896,Rimexolone,Rimexolone is a 1% eye drop solution is a glucocorticoid steroid. It is used to treat inflammation in the eye. It is marketed as Vexol.;;;;
DB00897,Triazolam,"Withdrawn in the United Kingdom due to risk of psychiatric adverse drug reactions. This drug continues to be available in the U.S. Internationally, triazolam is a Schedule IV drug under the Convention on Psychotropic Substances.;;;;"
DB00898,Ethanol,"A clear, colorless liquid rapidly absorbed from the gastrointestinal tract and distributed throughout the body. It has bactericidal activity and is used often as a topical disinfectant. It is widely used as a solvent and preservative in pharmaceutical preparations as well as serving as the primary ingredient in alcoholic beverages.;;;;"
DB00899,Remifentanil,"Remifentanil (marketed by Abbott as Ultiva) is a potent ultra short-acting synthetic opioid given to patients during surgery for pain relief and adjunctive to an anaesthetic. Remifentanil is a specific mu-type-opioid receptor agonist which means it reduces sympathetic nervous system tone, and causes respiratory depression and analgesia.;;;;"
DB00900,Didanosine,#NAME?
DB00901,Bitolterol,Bitolterol mesylate was used to treat bronchospasms in asthma and COPD. It is a beta-2-adrenergic receptor agonist. Bitolterol was withdrawn from the market by Elan Pharmaceuticals in 2001.;;;;
DB00902,Methdilazine,Methdilazine is a phenothiazine compound with antihistaminic activity. It is used in the treatment of various dermatoses to relieve pruritus.;;;;
DB00903,Etacrynic acid,"A compound that inhibits symport of sodium, potassium, and chloride primarily in the ascending limb of Henle, but also in the proximal and distal tubules. This pharmacological action results in excretion of these ions, increased urinary output, and reduction in extracellular fluid. This compound has been classified as a loop or high ceiling diuretic.;;;;"
DB00904,Ondansetron,"A competitive serotonin type 3 receptor antagonist. It is effective in the treatment of nausea and vomiting caused by cytotoxic chemotherapy drugs, including cisplatin, and has reported anxiolytic and neuroleptic properties.;;;;"
DB00905,Bimatoprost,"Bimatoprost, also known as Latisse or Lumigan, belongs to a group of drugs called prostamides, which are synthetic structural analogs of prostaglandin. Bimatoprost, marketed by Allergan, is administered in both the ophthalmic solution and implant form. It has the ability to reduce ocular hypotension, proving effective in conditions such as ocular hypertension and glaucoma.[L6877,L6892,L6898,L12069] Bimatoprost is also used to treat eyelash hypotrichosis, or sparse eyelash growth.[L6910] It was initially approved by the FDA in 2001 for ocular hypertension and later approved for hypothrichosis in 2008, as eyelash growth became a desirable adverse effect for patients using this drug.[L4894];;;;"
DB00906,Tiagabine,"Tiagabine is an anti-convulsive medication. It is also used in the treatment for panic disorder as are a few other anticonvulsants. Though the exact mechanism by which tiagabine exerts its effect on the human body is unknown, it does appear to operate as a selective GABA reuptake inhibitor.;;;;"
DB00907,Cocaine,"An alkaloid ester extracted from the leaves of plants including coca. It is a local anesthetic and vasoconstrictor and is clinically used for that purpose, particularly in the eye, ear, nose, and throat. It also has powerful central nervous system effects similar to the amphetamines and is a drug of abuse. Cocaine, like amphetamines, acts by multiple mechanisms on brain catecholaminergic neurons; the mechanism of its reinforcing effects is thought to involve inhibition of dopamine uptake.;;;"
DB00908,Quinidine,"Quinidine is a D-isomer of [quinine] present in the bark of the Cinchona tree and similar plant species. This alkaloid was first described in 1848 and has a long history as an antiarrhythmic medication.[A38016,A250050] Quinidine is considered the first antiarrhythmic drug (class Ia) and is moderately efficacious in the acute conversion of atrial fibrillation to normal sinus rhythm.[A38016] It prolongs cellular action potential by blocking sodium and potassium currents. A phenomenon known as “quinidine syncope” was first described in the 1950s, characterized by syncopal attacks and ventricular fibrillation in patients treated with this drug.[A38016] Due to its side effects and increased risk of mortality, the use of quinidine was reduced over the next few decades. However, it continues to be used in the treatment of Brugada syndrome, short QT syndrome and idiopathic ventricular fibrillation.[A250050];;;;"
DB00909,Zonisamide,"Zonisamide is a sulfonamide anticonvulsant used as an adjunctive therapy in adults with partial-onset seizures.[L42530,L42535]  Zonisamide may act by blocking repetitive firing of voltage-gated sodium channels, leading to a reduction of T-type calcium channel currents or by binding allosterically to GABA receptors. This latter action may inhibit the uptake of the inhibitory neurotransmitter GABA while enhancing the uptake of the excitatory neurotransmitter glutamate.[L42530,L42535] Zonisamide represents an alternative for patients that remain refractory to established antiepileptic drugs. In 1989, it was approved for commercial use in Japan. The US and Europe approved it in 2000 and 2005, respectively.[A1379,A1383];;;;"
DB00910,Paricalcitol,Paricalcitol is a synthetic vitamin D analog. Paricalcitol has been used to reduce parathyroid hormone levels. Paricalcitol is indicated for the prevention and treatment of secondary hyperparathyroidism associated with chronic renal failure.;;;;
DB00911,Tinidazole,"A nitroimidazole antitrichomonal agent effective against _Trichomonas vaginalis_, _Entamoeba histolytica_, and _Giardia lamblia_ infections.;;;;"
DB00912,Repaglinide,"Repaglinide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It belongs to the meglitinide class of short-acting insulin secretagogues, which act by binding to β cells of the pancreas to stimulate insulin release. Repaglinide induces an early insulin response to meals decreasing postprandial blood glucose levels. It should only be taken with meals and meal-time doses should be skipped with any skipped meal. Approximately one month of therapy is required before a decrease in fasting blood glucose is seen. Meglitnides may have a neutral effect on weight or cause a slight increase in weight. The average weight gain caused by meglitinides appears to be lower than that caused by sulfonylureas and insulin and appears to occur only in those naïve to oral antidiabetic agents. Due to their mechanism of action, meglitinides may cause hypoglycemia although the risk is thought to be lower than that of sulfonylureas since their action is dependent on the presence of glucose. In addition to reducing postprandial and fasting blood glucose, meglitnides have been shown to decrease glycosylated hemoglobin (HbA1c) levels, which are reflective of the last 8-10 weeks of glucose control. Meglitinides appear to be more effective at lowering postprandial blood glucose than metformin, sulfonylureas and thiazolidinediones. Repaglinide is extensively metabolized in the liver and excreted in bile. Repaglinide metabolites do not possess appreciable hypoglycemic activity. Approximately 90% of a single orally administered dose is eliminated in feces and 8% in urine.;;;;"
DB00913,Anileridine,Anileridine is a synthetic opioid and strong analgesic medication. It is a narcotic pain reliever used to treat moderate to severe pain. Narcotic analgesics act in the central nervous system (CNS) to relieve pain. Some of their side effects are also caused by actions in the CNS.;;;;
DB00914,Phenformin,"A biguanide hypoglycemic agent with actions and uses similar to those of metformin. Although it is generally considered to be associated with an unacceptably high incidence of lactic acidosis, often fatal, it is still available in some countries. (From Martindale, The Extra Pharmacopoeia, 30th ed, p290);;;;"
DB00915,Amantadine,"An antiviral that is used in the prophylactic or symptomatic treatment of influenza A. It is also used as an antiparkinsonian agent, to treat extrapyramidal reactions, and for postherpetic neuralgia. The mechanisms of its effects in movement disorders are not well understood but probably reflect an increase in synthesis and release of dopamine, with perhaps some inhibition of dopamine uptake.;;;;"
DB00916,Metronidazole,"Metronidazole is a commonly used antibiotic, belonging to the nitroimidazole class of antibiotics.[L3754] It is frequently used to treat gastrointestinal infections as well as trichomoniasis and giardiasis, and amebiasis which are parasitic infections.[A181036,A181039] Metronidazole has been used as an antibiotic for several decades[L7429], with added antiparasitic properties that set it apart from many other antibacterial drugs, allowing it to treat a wide variety of infections. It is available in capsule form, tablet form, and topical form, and suppository preparations for the treatment of various infections.;;;;"
DB00917,Dinoprostone,"Dinoprostone is a naturally occurring prostaglandin E2 (PGE2). It has important effects in labour. It also stimulates osteoblasts to release factors which stimualtes bone resorption by osteoclasts. As a prescription drug it is used as a vaginal suppository, to prepare the cervix for labour and to induce labour.;;;;"
DB00918,Almotriptan,"Almotriptan is a triptan drug for the treatment of migraine headaches. Almotriptan is in a class of medications called selective serotonin receptor agonists. It works by narrowing blood vessels in the brain, stopping pain signals from being sent to the brain, and stopping the release of certain natural substances that cause pain, nausea, and other symptoms of migraine. Almotriptan does not prevent migraine attacks.;;;;"
DB00919,Spectinomycin,An antibiotic produced by Streptomyces spectabilis. It is active against gram-negative bacteria and used for the treatment of gonorrhea.;;;;
DB00920,Ketotifen,Ketotifen is a benzocycloheptathiophene derivative[A231204] with potent antihistaminic and mast cell stabilizing properties. It has a similar structure to some other first-generation antihistamines such as [cyproheptadine] and [azatadine].[A231204];;;;
DB00921,Buprenorphine,"Buprenorphine is a weak partial mu-opioid receptor agonist and a weak kappa-opioid receptor antagonist used for the treatment of severe pain.[A186283,A186292] It is also commonly used as an alternative to [methadone] for the treatment of severe opioid addiction.[F4715,F4718] Buprenorphine is commercially available as the brand name product Suboxone which is formulated in a 4:1 fixed-dose combination product along with [naloxone], a non-selective competitive opioid receptor antagonist. Combination with naloxone is intended to reduce the abuse potential of Suboxone, as naloxone is poorly absorbed by the oral route (and has no effect when taken orally), but would reverse the opioid agonist effects of buprenorphine if injected intravenously.[A186289,F4715,F4718] Buprenorphine has poor gastrointestinal absorption and is therefore formulated as a sublingual tablet.;;;;"
DB00922,Levosimendan,Levosimendan increases calcium sensitivity to myocytes by binding to troponin C in a calcium dependent manner. This increases contractility without raising calcium levels. It also relaxes vascular smooth muscle by opening adenosine triphosphate sensitive potassium channels. Levosimendan is used to manage acutely decompensated congestive heart failure.;;;;
DB00923,Ceforanide,"Ceforanide is administered parenterally. It has a longer elimination half-life than any currently available cephalosporin. Its activity is very similar to that of cefamandole, another second-generation cephalosporin antibiotic, except that ceforanide is less active against most gram-positive organisms. Many coliforms, including Escherichia coli, Klebsiella, Enterobacter, and Proteus, are susceptible to ceforanide, as are most strains of Salmonella, Shigella, Hemophilus, Citrobacter and Arizona species.;;;;"
DB00924,Cyclobenzaprine,"Cyclobenzaprine, a centrally-acting muscle relaxant, was first synthesized in 1961[A185039] and has been available for human use since 1977.[A184982] It was initially studied for use as antidepressant given its structural similarity to tricyclic antidepressants - it differs from [Amitriptyline] by only a single double bond.[A185039,A184982] Since its approval, it has remained relatively popular as an adjunctive, short-term treatment for acute skeletal muscle spasms secondary to musculoskeletal injury.;;;;"
DB00925,Phenoxybenzamine,An alpha-adrenergic antagonist with long duration of action. It has been used to treat hypertension and as a peripheral vasodilator.;;;;
DB00926,Etretinate,"Etretinate is a medication used to treat severe psoriasis. It is a synthetic aromatic retinoid. The mechanism of action of etretinate is still incompletely understood although, like retinoic acid, it is thought to interfere with the terminal differentiation of keratinocytes. It is thought to bind to the retinoic acid receptors. Etretinate is also believed to enhance the binding of cAMP to the regulatory RI subunit of cAMP dependent protein kinases. Etretinate was taken off the market in Canada in 1996 and America in 1998 due to the risk of birth defects. Etretinate is now used to treat T-cell lymphomas. It also appears to inhibit NADH oxidase activity.;;;;"
DB00927,Famotidine,"Famotidine is a competitive histamine-2 (H<sub>2</sub>) receptor antagonist that works to inhibit gastric acid secretion. It is commonly used in gastrointestinal conditions related to acid secretion, such as gastric ulcers and gastroesophageal reflux disease (GERD), in adults and children.[L11166] Compared to other H<sub>2</sub> receptor antagonists, famotidine displays high selectivity towards this receptor; in a study consisting of healthy volunteers and patients with acid hypersecretory disease, famotidine was about 20 to 50 times more potent at inhibiting gastric acid secretion than [cimetidine] and eight times more potent than [ranitidine] on a weight basis.[A189462] Famotidine is used in various over-the-counter and off-label uses.[L11166] While oral formulations of famotidine are more commonly used, the intravenous solution of the drug is available for use in hospital settings.[L11142];;;"
DB00928,Azacitidine,"A pyrimidine nucleoside analogue that inhibits DNA methyltransferase, impairing DNA methylation. It is also an antimetabolite of cytidine, incorporated primarily into RNA. Azacytidine has been used as an antineoplastic agent.;;;;"
DB00929,Misoprostol,"Misoprostol is a prostaglandin analog used to reduce the risk of NSAID related ulcers, manage miscarriages, prevent post partum hemorrhage, and also for first trimester abortions.[L7616,L7619,A181589,A181583,A181697] The stimulation of prostaglandin receptors in the stomach reduces gastric acid secretion, while stimulating these receptors in the uterus and cervix can increase the strength and frequency of contractions and decrease cervical tone.[A181586];;;;"
DB00930,Colesevelam,Colesevelam is a bile acid sequestrant. Colesevelam is used with exercise and diet changes (restriction of cholesterol and fat intake) to reduce the amount of cholesterol and certain fatty substances in the blood. It works by binding bile acids in the intestine. Bile acids are made when cholesterol is broken down in the body. Removing these bile acids helps to lower blood cholesterol.;;;;
DB00931,Metacycline,A broad-spectrum semisynthetic antibiotic related to tetracycline but excreted more slowly and maintaining effective blood levels for a more extended period.;;;;
DB00932,Tipranavir,Tipranavir is a sulfonamide-containing dyhydropyrone and a nonpeptidic protease inhibitor that targets the HIV protease. Tipranavir and ritonavir are coadministered to treat HIV.;;;;
DB00933,Mesoridazine,A phenothiazine antipsychotic with effects similar to chlorpromazine.;;;;
DB00934,Maprotiline,"Maprotiline is a tetracyclic antidepressant with similar pharmacological properties to tricyclic antidepressants (TCAs). Similar to TCAs, maprotiline inhibits neuronal norepinephrine reuptake, possesses some anticholinergic activity, and does not affect monoamine oxidase activity. It differs from TCAs in that it does not appear to block serotonin reuptake. Maprotiline may be used to treat depressive affective disorders, including dysthymic disorder (depressive neurosis) and major depressive disorder. Maprotiline is effective at reducing symptoms of anxiety associated with depression.;;;;"
DB00935,Oxymetazoline,"Oxymetazoline is an imidazole derivative and a potent, direct-acting alpha (α)-adrenergic agonist with affinity to both α<sub>1</sub>- and α<sub>2</sub>-adrenoceptors.[A215542] Oxymetazoline is available in various formulations with a wide variety of clinical implications. The topical formulation of the drug is used to treat persistent facial redness in adults.[L15062] As an effective decongestant, oxymetazoline is available in over-the-counter intranasal sprays used to relieve nasal and sinus congestion caused by a wide variety of conditions, such as common cold, hay fever, and upper respiratory allergies.[A215587, L15092] In dentistry, oxymetazoline and tetracaine combination intranasal spray (Kovanaze) is used for regional anesthesia during dental procedures in children and adults.[L15057] In July 2020, the FDA approved the use of an ophthalmic formulation of oxymetazoline (Upneeq) in adults with acquired blepharoptosis, or ptosis, making it the first FDA-approved medical treatment for this medical condition.[L15042, L15067];;;;"
DB00936,Salicylic acid,"A compound obtained from the bark of the white willow and wintergreen leaves, and also prepared synthetically. It has bacteriostatic, fungicidal, and keratolytic actions. Its salts, the salicylates, are used as analgesics.;;;;"
DB00937,Diethylpropion,"A appetite depressant considered to produce less central nervous system disturbance than most drugs in this therapeutic category. It is also considered to be among the safest for patients with hypertension. (From AMA Drug Evaluations Annual, 1994, p2290);;;;"
DB00938,Salmeterol,"Salmeterol is a long-acting beta-2 adrenergic receptor agonist drug that is currently prescribed for the treatment of asthma and chronic obstructive pulmonary disease COPD.[L11545,L11548,L11551,L11554,L11557] It has a longer duration of action than the short-acting beta-2 adrenergic receptor agonist, [salbutamol].[A190459] Salmeterol was first described in the literature in 1988.[A190477] Salmeterol's structure is similar to salbutamol's with an aralkyloxy-alkyl substitution on the amine.[A183737];;;;"
DB00939,Meclofenamic acid,A non-steroidal anti-inflammatory agent with antipyretic and antigranulation activities. It also inhibits prostaglandin biosynthesis.;;;;
DB00940,Methantheline,"Methantheline is a synthetic antispasmodic. Antispasmodics are used to relieve cramps or spasms of the stomach, intestines, and bladder. Methantheline is used to treat intestine or stomach ulcers (peptic ulcer disease), intestine problems (irritable bowel syndrome), pancreatitis, gastritis, biliary dyskinesia, pylorosplasm, or urinary problems (reflex neurogenic bladder in children).;;;;"
DB00941,Hexafluronium,Hexafluronium bromide is a neuromuscular blocking agent used in anesthesiology to prolong and potentiate the skeletal muscle relaxing action of suxamethonium during surgery. It is known to bind and block the activity of plasma cholinesterases.;;;;
DB00942,Cycrimine,Cycrimine is a drug used to reduce levels of acetylcholine to return a balance with dopamine in the treatment and management of Parkinson's disease.;;;;
DB00943,Zalcitabine,"A dideoxynucleoside compound in which the 3'-hydroxyl group on the sugar moiety has been replaced by a hydrogen. This modification prevents the formation of 5' to 3' phosphodiester linkages, which are needed for the elongation of DNA chains, thus resulting in the termination of viral DNA growth. The compound is a potent inhibitor of HIV replication at low concentrations, acting as a chain-terminator of viral DNA by binding to reverse transcriptase. Its principal toxic side effect is axonal degeneration resulting in peripheral neuropathy.;;;;"
DB00944,Demecarium,"Demecarium is an indirect-acting parasympathomimetic agent that is used to treat glaucoma. It is a cholinesterase inhibitor or an anticholinesterase. Cholinesterase inhibitors prolong the effect of acetylcholine, which is released at the neuroeffector junction of parasympathetic postganglion nerves, by inactivating the cholinesterases that break it down. Demecarium inactivates both pseudocholinesterase and acetylcholinesterase. In the eye, this causes constriction of the iris sphincter muscle (causing miosis) and the ciliary muscle. The outflow of the aqueous humor is facilitated, which leads to a reduction in intraocular pressure.;;;;"
